TOOL,DATASET,THREADS,CPD,MTTKRP,INVERSE,MAT MULT,MAT A^TA,MAT NORM,CPD FIT,IO,SORT,TOTAL
CHAPEL-SPLATT,YELP,8,28.878,18.3238,0.2406,7.1364,2.2376,0.6324,0.3554,0.1282,1.2396,32.4956

