TOOL,DATASET,THREADS,CPD,MTTKRP,INVERSE,MAT MULT,MAT A^TA,MAT NORM,CPD FIT,IO,SORT,TOTAL
C-SPLATT,YELP,8,3.1014,2.1846,0.0034,0.3458,0.461,0.0404,0.0174,0.0554,0.1488,3.557

